6.0,1638.0,8.231
21.0,1495.0,46.538
8.0,1541.0,176.462
79.0,1472.0,106.06
29.0,1638.0,69.615
78.0,1638.0,105.231
59.0,1638.0,97.538
86.0,1472.0,140.336
37.0,1556.0,69.8
42.0,1541.0,174.538
96.0,1495.0,4.0
15.0,1556.0,96.721
22.0,1495.0,73.769
34.0,1472.0,17.382
29.0,1556.0,76.21
8.0,1638.0,108.846
24.0,1495.0,123.769
57.0,1495.0,47.462
43.0,1638.0,176.308
38.0,1556.0,68.308
41.0,1556.0,65.59
90.0,1472.0,151.215
26.0,1541.0,68.385
89.0,1541.0,75.308
65.0,1556.0,39.053
57.0,1541.0,163.308
66.0,1556.0,44.246
22.0,1472.0,17.85
14.0,1495.0,9.0
3.0,1556.0,119.121
1.0,1495.0,177.846
54.0,1556.0,54.208
19.0,1638.0,165.385
20.0,1556.0,91.238
52.0,1556.0,49.178
49.0,1472.0,31.925
98.0,1541.0,38.846
70.0,1541.0,4.538
14.0,1556.0,100.049
58.0,1472.0,46.007
24.0,1541.0,54.077
39.0,1541.0,97.615
76.0,1556.0,32.731
18.0,1556.0,97.501
51.0,1541.0,147.0
38.0,1541.0,24.923
63.0,1541.0,164.769
58.0,1541.0,111.308
63.0,1556.0,46.999
66.0,1638.0,39.923
61.0,1638.0,122.846
51.0,1638.0,138.615
79.0,1638.0,0.077
74.0,1472.0,89.448
60.0,1495.0,153.846
28.0,1495.0,148.231
97.0,1556.0,19.869
33.0,1495.0,76.538
65.0,1472.0,66.746
21.0,1472.0,13.068
53.0,1541.0,4.308
5.0,1472.0,34.194
29.0,1472.0,11.352
1.0,1556.0,124.43
92.0,1472.0,160.938
68.0,1495.0,110.923
62.0,1495.0,60.0
52.0,1472.0,33.268
89.0,1495.0,115.308
56.0,1495.0,31.154
69.0,1495.0,184.0
4.0,1472.0,32.942
96.0,1541.0,163.923
60.0,1541.0,187.615
73.0,1541.0,154.923
78.0,1495.0,124.308
80.0,1541.0,122.231
29.0,1495.0,183.769
66.0,1495.0,169.0
83.0,1495.0,86.462
6.0,1495.0,122.154
36.0,1638.0,11.385
79.0,1495.0,192.846
32.0,1541.0,64.0
44.0,1541.0,30.769
25.0,1638.0,127.077
34.0,1556.0,70.54
92.0,1495.0,158.846
57.0,1472.0,45.12
52.0,1541.0,130.385
20.0,1472.0,13.058
81.0,1495.0,99.538
93.0,1638.0,51.154
74.0,1495.0,88.0
87.0,1495.0,182.462
64.0,1472.0,60.352
16.0,1495.0,125.846
91.0,1541.0,189.615
11.0,1541.0,13.154
14.0,1472.0,20.118
75.0,1638.0,6.077
59.0,1472.0,52.567
57.0,1556.0,49.58
42.0,1495.0,110.923
9.0,1495.0,180.308
86.0,1495.0,168.769
10.0,1541.0,56.846
17.0,1638.0,84.692
40.0,1638.0,161.462
42.0,1556.0,61.638
53.0,1638.0,108.538
52.0,1495.0,5.692
39.0,1638.0,82.923
58.0,1556.0,52.591
93.0,1495.0,107.154
12.0,1541.0,92.538
12.0,1472.0,20.184
13.0,1638.0,150.308
68.0,1472.0,78.062
91.0,1556.0,19.071
13.0,1495.0,2.538
75.0,1495.0,57.538
27.0,1556.0,83.989
8.0,1556.0,111.426
37.0,1541.0,30.077
3.0,1472.0,31.262
36.0,1556.0,72.603
64.0,1638.0,58.538
25.0,1495.0,99.615
54.0,1541.0,184.308
73.0,1556.0,35.479
63.0,1472.0,57.13
80.0,1556.0,33.211
57.0,1638.0,188.923
81.0,1638.0,60.923
71.0,1556.0,39.161
55.0,1472.0,41.762
31.0,1472.0,10.347
46.0,1541.0,136.308
56.0,1472.0,47.605
17.0,1541.0,145.385
62.0,1472.0,52.481
88.0,1472.0,148.081
48.0,1472.0,24.889
73.0,1495.0,19.308
2.0,1638.0,135.231
37.0,1638.0,182.231
59.0,1556.0,50.512
45.0,1638.0,22.385
99.0,1638.0,55.769
96.0,1472.0,187.654
30.0,1541.0,153.923
22.0,1638.0,115.154
1.0,1472.0,36.62
51.0,1495.0,122.769
20.0,1638.0,175.308
49.0,1541.0,140.231
93.0,1541.0,192.769
48.0,1638.0,115.462
4.0,1541.0,74.308
93.0,1556.0,21.296
43.0,1495.0,11.154
67.0,1472.0,66.551
25.0,1472.0,14.031
95.0,1556.0,19.962
1.0,1541.0,163.692
86.0,1556.0,24.336
45.0,1495.0,65.154
32.0,1495.0,99.692
6.0,1541.0,88.154
64.0,1495.0,174.769
58.0,1638.0,48.308
0.0,1541.0,38.692
90.0,1495.0,188.538
28.0,1472.0,14.863
98.0,1472.0,199.746
0.0,1472.0,44.257
49.0,1495.0,18.154
47.0,1495.0,95.692
56.0,1638.0,97.308
12.0,1556.0,100.934
83.0,1638.0,8.923
89.0,1638.0,113.615
47.0,1472.0,23.226
75.0,1541.0,127.0
76.0,1638.0,32.615
44.0,1638.0,57.462
92.0,1556.0,20.628
67.0,1556.0,41.248
86.0,1638.0,93.692
77.0,1638.0,92.154
40.0,1495.0,106.308
97.0,1638.0,191.154
60.0,1638.0,114.462
5.0,1556.0,116.052
67.0,1638.0,155.462
43.0,1472.0,25.794
37.0,1472.0,16.268
18.0,1472.0,14.655
60.0,1556.0,41.944
3.0,1638.0,150.231
6.0,1472.0,34.318
50.0,1495.0,183.692
45.0,1472.0,23.715
83.0,1472.0,124.512
21.0,1638.0,141.077
5.0,1638.0,125.154
92.0,1638.0,26.846
61.0,1472.0,55.104
65.0,1495.0,67.077
51.0,1556.0,58.628
36.0,1495.0,102.0
31.0,1495.0,136.923
25.0,1556.0,83.009
97.0,1541.0,101.538
78.0,1556.0,25.251
34.0,1495.0,151.308
7.0,1556.0,110.625
21.0,1556.0,93.572
93.0,1472.0,169.959
48.0,1556.0,56.14
35.0,1541.0,24.154
40.0,1556.0,65.353
65.0,1541.0,37.231
58.0,1495.0,127.154
15.0,1638.0,179.231
42.0,1638.0,116.0
86.0,1541.0,99.846
10.0,1472.0,29.439
69.0,1638.0,165.385
33.0,1638.0,189.154
50.0,1472.0,33.234
94.0,1472.0,171.251
70.0,1638.0,62.538
11.0,1638.0,97.0
29.0,1541.0,75.231
83.0,1541.0,104.615
52.0,1638.0,80.385
56.0,1541.0,33.231
30.0,1638.0,183.308
95.0,1541.0,4.692
54.0,1472.0,44.392
59.0,1495.0,156.231
94.0,1541.0,89.692
51.0,1472.0,35.315
96.0,1638.0,27.769
30.0,1495.0,74.0
76.0,1472.0,101.156
26.0,1495.0,95.231
95.0,1472.0,176.516
44.0,1495.0,160.923
59.0,1541.0,80.077
76.0,1495.0,61.462
71.0,1638.0,60.769
37.0,1495.0,66.538
62.0,1638.0,176.538
31.0,1638.0,8.769
35.0,1495.0,184.615
9.0,1638.0,190.077
9.0,1556.0,112.238
5.0,1541.0,46.154
70.0,1472.0,83.101
54.0,1638.0,106.462
91.0,1495.0,48.0
9.0,1541.0,31.077
75.0,1556.0,30.037
4.0,1495.0,57.231
85.0,1556.0,29.44
31.0,1556.0,77.872
85.0,1495.0,193.077
18.0,1495.0,49.846
13.0,1472.0,19.515
64.0,1541.0,158.077
62.0,1541.0,140.769
34.0,1541.0,114.154
74.0,1541.0,13.231
11.0,1472.0,18.826
39.0,1556.0,64.825
79.0,1541.0,166.462
2.0,1495.0,102.615
72.0,1541.0,28.077
17.0,1556.0,100.997
65.0,1638.0,141.077
85.0,1541.0,111.462
94.0,1556.0,15.574
99.0,1541.0,45.077
61.0,1541.0,0.077
38.0,1638.0,139.308
50.0,1556.0,53.288
72.0,1638.0,68.077
61.0,1495.0,91.231
48.0,1495.0,4.462
21.0,1541.0,88.538
54.0,1495.0,149.615
20.0,1541.0,35.538
56.0,1556.0,50.079
23.0,1472.0,11.605
82.0,1472.0,120.316
83.0,1556.0,26.178
68.0,1638.0,123.154
66.0,1472.0,68.212
10.0,1556.0,111.059
95.0,1495.0,37.615
33.0,1472.0,18.131
36.0,1472.0,20.3
45.0,1541.0,151.538
66.0,1541.0,94.615
84.0,1638.0,165.462
27.0,1495.0,91.692
46.0,1472.0,30.134
92.0,1541.0,136.0
41.0,1495.0,95.308
28.0,1541.0,25.0
70.0,1495.0,139.0
69.0,1472.0,72.745
1.0,1638.0,153.462
14.0,1638.0,32.615
17.0,1472.0,20.763
48.0,1541.0,185.923
16.0,1472.0,16.342
46.0,1556.0,57.832
40.0,1472.0,15.705
84.0,1472.0,133.281
7.0,1541.0,26.846
55.0,1495.0,29.846
26.0,1638.0,3.308
75.0,1472.0,95.366
11.0,1495.0,60.923
72.0,1556.0,39.715
71.0,1495.0,50.923
81.0,1541.0,154.615
18.0,1541.0,142.077
80.0,1495.0,147.385
16.0,1638.0,188.308
97.0,1495.0,154.231
46.0,1495.0,53.0
53.0,1472.0,35.394
91.0,1472.0,156.49
91.0,1638.0,149.231
44.0,1556.0,58.965
50.0,1541.0,149.462
30.0,1472.0,13.213
71.0,1541.0,41.308
89.0,1472.0,155.412
68.0,1541.0,180.615
64.0,1556.0,38.871
23.0,1556.0,91.87
71.0,1472.0,81.429
27.0,1638.0,47.385
62.0,1556.0,46.837
4.0,1556.0,113.081
72.0,1495.0,137.538
46.0,1638.0,86.538
27.0,1541.0,124.846
28.0,1638.0,173.231
12.0,1495.0,66.231
27.0,1472.0,11.747
94.0,1495.0,19.0
19.0,1556.0,94.114
5.0,1495.0,87.538
2.0,1541.0,36.769
9.0,1472.0,27.426
16.0,1556.0,99.404
88.0,1495.0,158.308
87.0,1556.0,25.843
73.0,1638.0,79.308
26.0,1556.0,85.994
15.0,1541.0,38.077
23.0,1638.0,150.0
77.0,1556.0,31.936
44.0,1472.0,27.568
15.0,1495.0,105.154
84.0,1541.0,72.462
13.0,1541.0,33.769
32.0,1638.0,152.077
19.0,1495.0,39.769
24.0,1472.0,13.532
78.0,1541.0,94.385
3.0,1495.0,187.308
19.0,1472.0,13.921
95.0,1638.0,92.692
38.0,1495.0,146.615
23.0,1495.0,107.615
55.0,1556.0,54.589
61.0,1556.0,47.285
20.0,1495.0,65.0
49.0,1556.0,61.659
